,Latitude,Lat,Longitude,Lon,Altitude,CommandTX
408,3511.760498,b'N',8607.298828,b'W',255.2,0
409,3511.760254,b'N',8607.299805,b'W',255.2,0
410,3511.760254,b'N',8607.299805,b'W',255.2,0
411,3511.760254,b'N',8607.299805,b'W',255.2,0
412,3511.760254,b'N',8607.299805,b'W',255.2,0
413,3511.760498,b'N',8607.299805,b'W',255.2,0
414,3511.760498,b'N',8607.299805,b'W',255.2,0
415,3511.760742,b'N',8607.299805,b'W',255.2,0
416,3511.760742,b'N',8607.299805,b'W',255.2,0
417,3511.760742,b'N',8607.299805,b'W',255.2,0
418,3511.760742,b'N',8607.299805,b'W',255.2,0
419,3511.760742,b'N',8607.299805,b'W',255.2,0
420,3511.760742,b'N',8607.299805,b'W',255.2,0
421,3511.760742,b'N',8607.299805,b'W',255.2,0
422,3511.760742,b'N',8607.298828,b'W',255.2,0
423,3511.760498,b'N',8607.298828,b'W',255.2,0
424,3511.760742,b'N',8607.298828,b'W',255.1,0
425,3511.760742,b'N',8607.298828,b'W',255.1,0
426,3511.760498,b'N',8607.298828,b'W',255.1,0
427,3511.760742,b'N',8607.298828,b'W',255.1,0
428,3511.760742,b'N',8607.298828,b'W',255.1,0
429,3511.760742,b'N',8607.298828,b'W',255.1,0
430,3511.760742,b'N',8607.298828,b'W',255.1,0
431,3511.760986,b'N',8607.298828,b'W',255.0,0
432,3511.760986,b'N',8607.298828,b'W',255.0,0
433,3511.760986,b'N',8607.298828,b'W',254.9,0
434,3511.760986,b'N',8607.298828,b'W',254.9,0
435,3511.760742,b'N',8607.298828,b'W',254.9,0
436,3511.760986,b'N',8607.298828,b'W',254.9,0
437,3511.760986,b'N',8607.298828,b'W',254.9,0
438,3511.760986,b'N',8607.298828,b'W',254.9,0
439,3511.761230,b'N',8607.298828,b'W',254.9,0
440,3511.761230,b'N',8607.298828,b'W',254.9,0
441,3511.760986,b'N',8607.298828,b'W',254.9,0
442,3511.760986,b'N',8607.298828,b'W',254.9,0
443,3511.760986,b'N',8607.298828,b'W',254.9,0
